filename,cloud_shadow,double_plant,planter_skip,standing_water,waterway,weed_cluster
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_4565-4164-5077-4676.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_4565-6212-5077-6724.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_5077-3140-5589-3652.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_5077-3652-5589-4164.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_5077-6212-5589-6724.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_5589-5700-6101-6212.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_6101-5188-6613-5700.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_6101-5700-6613-6212.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_6613-5188-7125-5700.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_896-13636-1408-14148.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_896-14148-1408-14660.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_896-14660-1408-15172.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_896-15172-1408-15684.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_1408-14660-1920-15172.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_1408-15172-1920-15684.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_1630-15032-2142-15544.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_1656-14540-2168-15052.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_1920-13636-2432-14148.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_1920-14148-2432-14660.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_1963-14571-2475-15083.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_2306-13702-2818-14214.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_2432-14148-2944-14660.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_6852-8320-7364-8832.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_6852-8832-7364-9344.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_7364-8320-7876-8832.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_7364-8832-7876-9344.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_7418-11210-7930-11722.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_7418-11722-7930-12234.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_7418-12234-7930-12746.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_7418-12746-7930-13258.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_7418-15306-7930-15818.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_7418-15818-7930-16330.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_7930-11210-8442-11722.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_7930-12746-8442-13258.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_7930-13258-8442-13770.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_7930-14794-8442-15306.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_7930-15818-8442-16330.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_8442-11210-8954-11722.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_8442-13258-8954-13770.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_8442-13770-8954-14282.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_8442-14794-8954-15306.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_8442-15818-8954-16330.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_8954-11210-9466-11722.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_8954-11722-9466-12234.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_8954-12234-9466-12746.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_8954-13770-9466-14282.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_8954-14282-9466-14794.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_8954-14794-9466-15306.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_8954-15818-9466-16330.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_9466-12234-9978-12746.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_9466-14282-9978-14794.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_9466-15818-9978-16330.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_9978-12234-10490-12746.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_9978-15818-10490-16330.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_10490-12234-11002-12746.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_10490-13770-11002-14282.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_10490-14282-11002-14794.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_10490-14794-11002-15306.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_10490-15306-11002-15818.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_10490-15818-11002-16330.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_11002-12234-11514-12746.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_11002-13770-11514-14282.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_11514-12234-12026-12746.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_11514-13770-12026-14282.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_12026-12234-12538-12746.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_12026-13770-12538-14282.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_12026-14282-12538-14794.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_12538-12234-13050-12746.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_12538-13770-13050-14282.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_12538-14282-13050-14794.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_13050-12234-13562-12746.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_13050-13258-13562-13770.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_13562-12234-14074-12746.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_13562-12746-14074-13258.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_13562-13770-14074-14282.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_14074-12746-14586-13258.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A2GW8JMYA_14074-13258-14586-13770.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A4AXP3TT2_267-727-779-1239.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A4AXP3TT2_267-2263-779-2775.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/A4AXP3TT2_267-2775-779-3287.png,1.0,0.0,0.0,0.0,0.0,0.0
